session,elapsed_sec,battery_voltage_v,note
1,113,1.1295,
1,114,1.1188,
1,115,1.1131,
1,116,1.1158,
1,117,1.1133,
1,118,1.1292,
1,119,1.1094,
1,120,1.1092,
1,121,1.114,
1,122,1.1132,
1,123,1.1075,
1,124,1.1083,
1,125,1.1103,
1,126,1.1058,
1,127,1.118,
1,128,1.1062,
1,129,1.1024,
1,130,1.1117,
1,131,1.1252,
1,132,1.1106,
1,133,1.1003,
1,134,1.1029,
1,135,1.1066,
1,136,1.1247,
1,137,1.1149,
1,138,1.0932,
1,139,1.1024,
1,140,1.106,
1,141,1.0996,
1,142,1.1203,
1,143,1.0966,
1,144,1.0973,
1,145,1.1055,
1,146,1.0974,
1,147,1.1218,
1,148,1.1157,
1,149,1.1143,
1,150,1.0913,
1,151,1.0999,
1,152,1.1043,
1,153,1.0941,
1,154,1.0968,
1,155,1.09,
1,156,1.1139,
1,157,1.0831,
1,158,1.0964,
1,159,1.0981,
1,160,1.0966,
1,161,1.1077,
1,162,1.0974,
1,163,1.1028,
1,164,1.0954,
1,165,1.0872,
1,166,1.0831,
1,167,1.0927,
1,168,1.0934,
1,169,1.1039,
1,170,1.1099,
1,171,1.089,
1,172,1.1099,
1,173,1.0975,
1,174,1.0933,
1,175,1.083,
1,176,1.1023,
1,177,1.0795,
1,178,1.0834,
1,179,1.0837,
1,180,1.0762,
1,181,1.0782,
1,182,1.0896,
1,183,1.0984,
1,184,1.1021,
1,185,1.0779,
1,186,1.0917,
1,187,1.092,
1,188,1.0793,
1,189,1.0849,
1,190,1.0897,
1,191,1.0787,
1,192,1.0881,
1,193,1.0961,
1,194,1.0749,
1,195,1.0823,
1,196,1.071,
1,197,1.0768,
1,198,1.0735,
1,199,1.0702,
1,200,1.0864,
1,201,1.071,
1,202,1.0674,
1,203,1.075,
1,204,1.0859,
1,205,1.0633,
1,207,1.0668,
1,208,1.0666,
1,209,1.0702,
1,210,1.0587,
1,211,1.082,
1,212,1.0683,
1,213,1.0754,
1,214,1.0837,
1,215,1.0672,
1,216,1.0619,
1,217,1.0602,
1,218,1.0683,
1,219,1.0788,
1,220,1.0624,
1,221,1.0801,
1,222,1.0753,
1,223,1.0629,
1,224,1.0577,
1,225,1.0757,
1,226,1.0614,
1,227,1.0676,
1,228,1.0511,
1,229,1.0592,
1,230,1.0587,
1,231,1.0486,
1,232,1.0524,
1,233,1.0549,
1,234,1.0581,
1,235,1.052,
1,236,1.0462,
1,237,1.0571,
1,238,1.049,
1,239,1.0521,
1,240,1.0623,
1,241,1.0491,
1,242,1.0473,
1,243,1.0585,
1,244,1.0469,
1,245,1.0495,
1,246,1.0522,
1,247,1.0439,
1,248,1.0434,
1,249,1.052,
1,250,1.0494,
1,251,1.0574,
1,252,1.0492,
1,253,1.0433,
1,255,1.0394,
1,256,1.0565,
1,257,1.0488,
1,258,1.0316,
1,259,1.0499,
1,260,1.0426,
1,261,1.0458,
1,262,1.0366,
1,263,1.0283,
1,264,1.0386,
1,265,1.0377,
1,266,1.0315,
1,267,1.0339,
1,268,1.0391,
1,269,1.0334,
1,270,1.0403,
1,271,1.0313,
1,272,1.038,
1,273,1.0328,
1,274,1.0252,
1,275,1.0261,
1,276,1.0202,
1,277,1.0224,
1,278,1.0296,
1,279,1.0296,
1,280,1.0175,
1,281,1.026,
1,282,1.0252,
1,283,1.0099,
1,284,1.0145,
1,285,1.0096,
1,286,1.012,
1,287,1.0164,
1,288,1.0203,
1,289,1.0119,
1,290,1.0128,
1,291,1.0061,
1,292,1.008,
1,293,1.0061,
1,294,1.0046,
1,295,1.0076,
1,296,0.9999,
1,297,1.0044,
1,298,1.0026,
1,299,1.0026,
1,300,0.9994,
1,301,0.989,
1,302,0.9903,
1,303,0.9956,
1,304,0.9866,
1,305,0.9818,
1,306,0.9991,
1,307,0.9896,
1,308,0.9848,
1,309,0.9892,
1,310,0.9876,
1,311,0.9958,
1,312,0.9878,
1,313,0.9775,
1,314,0.9868,
1,315,0.9839,
1,316,0.9766,
1,317,0.9655,
1,318,0.972,
1,319,0.9673,
1,320,0.9677,
1,321,0.9666,
1,322,0.9656,
1,323,0.9568,
1,324,0.9539,
1,325,0.966,
1,326,0.9529,
1,327,0.9537,
1,328,0.9532,
1,329,0.9576,
1,330,0.9399,
1,331,0.9405,
1,332,0.9387,
1,333,0.9344,
1,334,0.9225,
1,335,0.9327,
1,336,0.9351,
1,337,0.9196,
1,338,0.9093,
1,339,0.9117,
1,340,0.9052,
1,341,0.9105,
1,342,0.8989,
1,343,0.9051,
1,344,0.8938,
1,345,0.8873,
1,346,0.8764,
1,347,0.8761,
1,348,0.8659,
1,349,0.8551,
1,350,0.8464,
1,351,0.8561,
1,352,0.8294,
1,353,0.8317,
1,354,0.815,
1,355,0.7954,
1,356,0.7958,
1,357,0.7729,
1,358,0.7574,
1,359,0.7375,
1,360,0.6934,
1,361,0.5913,
1,362,0.4458,
1,363,0.4211,
1,364,0.404,
1,365,0.3925,
1,366,0.3799,
1,367,0.3749,
1,368,0.3652,
1,369,0.3624,
1,370,0.3621,
1,371,0.3608,
1,372,0.3573,
1,373,0.3577,
1,374,0.3505,
1,375,0.3455,
1,376,0.3513,
1,377,0.3407,
1,378,0.3473,
1,379,0.3456,
1,380,0.335,
1,381,0.3335,
1,382,0.326,
1,383,0.3284,
1,384,0.3268,
1,385,0.333,
1,386,0.3233,
1,387,0.3274,
1,388,0.3328,
1,389,0.3218,
1,390,0.3246,
1,391,0.3202,
1,392,0.3207,
1,393,0.322,
1,394,0.3261,
1,395,0.3167,
1,396,0.3174,
1,397,0.3214,
1,398,0.3186,
1,399,0.3128,
1,400,0.3119,
1,401,0.3113,
1,402,0.3148,
1,403,0.3196,
1,404,0.3106,
1,405,0.3197,
1,406,0.3097,
1,407,0.313,
1,408,0.311,
1,409,0.3111,
1,410,0.3085,
1,411,0.307,
1,412,0.3084,
1,413,0.3051,
1,414,0.3065,
1,415,0.3013,
1,416,0.312,
1,417,0.3032,
1,418,0.3121,
1,419,0.3025,
1,420,0.3046,
1,421,0.3006,
1,422,0.3072,
1,423,0.3076,
1,424,0.3042,
1,425,0.2948,
1,426,0.293,
1,427,0.3097,
1,428,0.2918,
1,429,0.2951,
1,430,0.294,
1,431,0.2936,
1,432,0.2903,
1,433,0.2988,
1,434,0.2883,
1,435,0.2925,
1,436,0.2905,
1,437,0.2869,
1,438,0.2873,
1,439,0.2788,
1,440,0.2809,
1,441,0.2821,
1,442,0.2759,
1,443,0.277,
1,444,0.2748,
1,445,0.2701,
1,446,0.2665,
1,447,0.2673,
1,448,0.2647,
1,449,0.2601,
1,450,0.2591,
1,451,0.2498,
1,452,0.2521,
1,453,0.2527,
1,454,0.2491,
1,455,0.2429,
1,456,0.2466,
1,457,0.248,
1,458,0.2374,
1,459,0.2379,
1,460,0.2366,
1,461,0.232,
1,462,0.2233,
1,463,0.2248,
1,464,0.229,
1,465,0.2214,
1,466,0.2187,
1,467,0.2151,
1,468,0.2172,
1,469,0.2112,
1,470,0.2082,
1,471,0.2111,
1,472,0.2062,
1,473,0.205,
1,474,0.2048,
1,475,0.2054,
1,476,0.2015,
1,477,0.1988,
1,478,0.1934,
1,479,0.1982,
1,480,0.1912,
1,481,0.1941,
1,482,0.1906,
1,483,0.1905,
1,484,0.1852,
1,485,0.1838,
1,486,0.1823,
1,487,0.1823,
1,488,0.1776,
1,489,0.1741,
1,490,0.1762,
1,491,0.1734,
1,492,0.1697,
1,493,0.1678,
1,494,0.1705,
1,495,0.1686,
1,496,0.1665,
1,497,0.1643,
1,498,0.1604,
1,499,0.1608,
1,500,0.1615,
1,501,0.1584,
1,502,0.16,
1,503,0.1607,
1,504,0.1561,
1,505,0.1538,
1,506,0.1519,
1,507,0.1506,
1,508,0.1483,
1,509,0.1505,
1,510,0.1495,
1,511,0.1492,
1,512,0.143,
1,513,0.1483,
1,514,0.142,
1,515,0.1417,
1,516,0.1384,
1,517,0.1449,
1,518,0.1353,
1,519,0.1355,
1,520,0.1357,
1,521,0.1346,
1,522,0.134,
1,523,0.1313,
1,524,0.1328,
1,525,0.1299,
1,526,0.1269,
1,527,0.1242,
1,528,0.1267,
1,529,0.1218,
1,530,0.1244,
1,531,0.1253,
1,532,0.1196,
1,533,0.122,
1,534,0.1233,
1,535,0.1202,
1,536,0.1191,
1,537,0.1157,
1,538,0.1184,
1,539,0.1199,
1,540,0.1138,
1,541,0.1128,
1,542,0.1143,
1,543,0.1147,
1,544,0.1121,
1,545,0.1099,
1,546,0.1119,
1,547,0.1077,
1,548,0.1056,
1,549,0.1048,
1,550,0.1028,
1,551,0.1054,
1,552,0.1018,
1,553,0.1036,
1,554,0.1003,
1,555,0.1005,전압=0.1005V (100.5mV) 완전 꺼짐
1,556,0.1011,
1,557,0.097,
1,558,0.1046,
1,559,0.0978,
1,560,0.0954,
1,561,0.0972,
1,562,0.0944,
1,563,0.1116,
1,564,0.0912,
1,565,0.094,
1,566,0.0969,
1,567,0.0899,
1,568,0.092,
1,569,0.0951,
1,570,0.0947,
1,571,0.0913,
1,572,0.0889,
1,573,0.0872,
1,574,0.0873,
1,575,0.0855,
1,576,0.0865,
1,577,0.0838,
1,578,0.0799,
1,579,0.0798,
1,580,0.0796,
1,581,0.0742,
1,582,0.078,
1,583,0.0782,
1,584,0.08,
1,585,0.078,
1,586,0.0762,
1,587,0.0782,전압=0.0782V (78.2mV) 깜빡 시작
1,588,0.076,
1,589,0.0776,
1,590,0.0812,
1,591,0.0782,
1,592,0.0779,
1,593,0.0773,
1,594,0.0917,
1,595,0.0773,
1,596,0.0848,
1,597,0.366,
1,598,0.0779,
1,599,0.0804,
1,600,0.0813,
1,601,0.0793,
1,602,0.0784,
1,603,0.4099,
1,604,0.0898,
1,605,0.0766,
1,606,0.152,
1,607,0.0781,
1,608,0.0959,
1,609,0.2951,
1,610,0.079,
1,611,0.0804,
1,612,0.0913,
1,613,0.0952,
1,614,0.1,
1,615,0.0903,
1,616,0.0833,
1,617,0.0836,
1,618,0.3074,
1,619,0.1295,
1,620,0.0782,
1,621,0.3857,
1,622,0.0871,
1,623,0.3943,
1,624,0.0777,
1,625,0.1455,
1,626,0.3115,
1,627,0.0781,
1,628,0.0879,
1,629,0.1355,
1,630,0.3685,
1,631,0.4155,
1,632,0.3961,
1,633,0.4057,
1,634,0.4258,
1,635,0.1868,
1,636,0.1048,
1,637,0.0788,
1,638,0.1887,
1,639,0.4104,
1,640,0.1062,
1,641,0.0929,
1,642,0.4279,
1,643,0.0857,
1,644,0.3771,
1,645,0.0906,
1,646,0.3874,
1,647,0.0802,
1,648,0.3142,
1,649,0.2354,
1,650,0.0955,전압=0.0955V (95.5mV) 많이 깜빡
1,651,0.3682,
1,652,0.3102,
1,653,0.0781,
1,654,0.1007,
1,655,0.2209,
1,656,0.4063,
1,657,0.3408,
1,658,0.2575,
1,659,0.1706,
1,660,0.0984,
1,661,0.0783,
1,662,0.0783,
1,663,0.0783,
1,664,0.1089,
1,665,0.1906,
1,666,0.2735,
1,667,0.3421,
1,668,0.3994,
1,669,0.3427,
1,670,0.122,
1,671,0.0843,
1,672,0.1979,
1,673,0.359,
1,674,0.3546,
1,675,0.0982,
1,676,0.1777,
1,677,0.3777,
1,678,0.1693,
1,679,0.0802,
1,680,0.3551,
1,681,0.1793,
1,682,0.1099,
1,683,0.3882,
1,684,0.1151,
1,685,0.2742,
1,686,0.3185,
1,687,0.1084,
1,688,0.4071,
1,689,0.0878,
1,690,0.3759,
1,691,0.0978,
1,692,0.3479,
1,693,0.1134,
1,694,0.3409,
1,695,0.1135,
1,696,0.3515,
1,697,0.0968,
1,698,0.3738,
1,699,0.0885,
1,700,0.4044,
1,701,0.1002,
1,702,0.4278,
1,703,0.2387,
1,704,0.1714,
1,705,0.3406,
1,706,0.0912,
1,707,0.4046,
1,708,0.1631,
1,709,0.2427,
1,710,0.3249,
1,711,0.0952,
1,712,0.4108,
1,713,0.2087,
1,714,0.1713,
1,715,0.36,
1,716,0.0826,
1,717,0.3941,
1,718,0.3085,
1,719,0.0944,
1,720,0.4095,
1,721,0.2468,
1,722,0.1287,
1,723,0.389,
1,724,0.1861,
1,725,0.1862,
1,726,0.3682,
1,727,0.1159,
1,728,0.297,
1,729,0.3444,
1,730,0.0822,
1,731,0.4181,
1,732,0.3201,
1,733,0.0872,
1,734,0.4174,
1,735,0.2795,
1,736,0.112,
1,737,0.4026,
1,738,0.2285,
1,739,0.1604,
1,740,0.3748,
1,741,0.1537,
1,742,0.3121,
1,743,0.343,
1,744,0.0841,
1,745,0.4218,
1,746,0.286,
1,747,0.1221,
1,748,0.3885,
1,749,0.1722,
1,750,0.3474,
1,751,0.328,
1,752,0.0921,
1,753,0.3989,
1,754,0.2113,
1,755,0.2864,
1,757,0.0988,
1,758,0.3896,
1,759,0.1526,
1,760,0.4325,
1,761,0.2738,
1,762,0.1999,
1,763,0.3349,
1,764,0.1036,
1,765,0.3796,
1,766,0.0877,
1,767,0.4023,
1,768,0.1624,
1,769,0.4228,
1,770,0.2122,
1,771,0.4333,
1,772,0.2393,
1,773,0.4323,
1,774,0.2477,
1,775,0.4322,
1,776,0.2397,
1,777,0.4286,
1,778,0.2133,
1,779,0.4177,
1,780,0.1533,
1,781,0.3956,
1,782,0.0884,
1,783,0.3643,
1,784,0.1391,
1,785,0.3115,
1,786,0.4021,
1,787,0.2041,
1,788,0.4005,
1,789,0.0898,
1,790,0.3346,
1,791,0.3843,
1,792,0.1948,
1,793,0.3813,
1,794,0.1543,
1,795,0.2637,
1,796,0.3988,
1,797,0.1188,
1,798,0.286,
1,799,0.4082,
1,800,0.1233,
1,801,0.2587,
1,802,0.3853,
1,803,0.2383,
1,804,0.1725,
1,805,0.3391,
1,806,0.4245,
1,807,0.1198,
1,808,0.2256,
1,809,0.354,
1,810,0.4163,
1,811,0.1586,
1,812,0.1649,
1,813,0.3093,
1,814,0.3814,
1,815,0.4311,
1,816,0.1487,
1,817,0.1322,
1,818,0.2672,
1,819,0.3425,
1,820,0.3862,
1,821,0.4281,
1,822,0.3096,
1,823,0.1209,
1,824,0.1019,
1,825,0.2056,
1,826,0.2711,
1,827,0.3187,
1,828,0.3463,
1,829,0.3678,
1,830,0.3856,
1,831,0.394,
1,832,0.4021,
1,833,0.4088,
1,834,0.4165,
1,835,0.4137,
1,836,0.4125,
1,837,0.4125,
1,838,0.4058,
1,839,0.3971,
1,840,0.3889,
1,841,0.3738,
1,843,0.3258,
1,844,0.2895,
1,845,0.2311,
1,846,0.1573,
1,847,0.1005,
1,848,0.2518,
1,849,0.4228,
1,850,0.3918,
1,851,0.3457,
1,852,0.2778,
1,853,0.1432,
1,854,0.1857,
1,855,0.416,
1,856,0.375,
1,857,0.2887,
1,858,0.1039,
1,859,0.3946,
1,860,0.3892,
1,861,0.3023,
1,862,0.0923,
1,863,0.4277,
1,864,0.3635,
1,865,0.2124,
1,866,0.3147,
1,867,0.3786,
1,868,0.2349,
1,869,0.3441,
1,870,0.3675,
1,871,0.1759,
1,872,0.4256,
1,873,0.3217,
1,874,0.1224,
1,875,0.3841,
1,876,0.1754,
1,877,0.4156,
1,878,0.2682,
1,879,0.4311,
1,880,0.3084,
1,881,0.3617,
1,882,0.3204,
1,883,0.3267,
1,884,0.3193,
1,885,0.4158,
1,886,0.298,
1,887,0.4206,
1,888,0.2335,
1,889,0.4014,
1,890,0.1,
1,891,0.3599,
1,892,0.3587,
1,893,0.2742,
1,894,0.3992,
1,895,0.0977,
1,897,0.4125,
1,898,0.0818,
1,899,0.3161,
1,900,0.4023,
1,901,0.1456,
1,902,0.2604,
1,903,0.3734,
1,904,0.4319,
1,905,0.0818,
1,906,0.279,
1,907,0.3643,
1,908,0.4093,
1,909,0.2284,
1,910,0.1575,
1,911,0.2905,
1,912,0.3558,
1,913,0.3989,
1,914,0.422,
1,915,0.3041,
1,916,0.0848,
1,917,0.1816,
1,918,0.254,
1,919,0.3072,
1,920,0.3412,
1,921,0.3539,
1,922,0.3708,
1,923,0.3774,
1,924,0.3892,
1,925,0.3932,
1,926,0.3958,
1,927,0.3877,
1,928,0.3837,
1,929,0.3803,
1,930,0.368,
1,931,0.347,
1,932,0.3298,
1,933,0.2981,
1,934,0.2471,
1,935,0.1588,
1,936,0.1109,
1,937,0.4287,
1,938,0.4126,
1,939,0.384,
1,940,0.3408,
1,941,0.2608,
1,942,0.0934,
1,943,0.4251,
1,944,0.4006,
1,945,0.3431,
1,946,0.2254,
1,947,0.2413,
1,948,0.405,
1,949,0.3408,
1,950,0.1705,
1,951,0.4269,
1,952,0.3699,
1,953,0.2345,
1,954,0.4301,
1,955,0.3726,
1,956,0.2052,
1,957,0.4285,
1,958,0.3447,
1,959,0.0981,
1,960,0.3957,
1,961,0.2232,
1,962,0.4226,
1,963,0.3081,
1,964,0.4309,
1,965,0.3329,
1,966,0.4186,
1,967,0.3451,
1,968,0.4205,
1,969,0.3313,
1,970,0.4268,
1,971,0.3044,
1,972,0.4178,
1,973,0.2233,
1,974,0.39,
1,975,0.1211,
1,976,0.3409,
1,977,0.4151,
1,978,0.1867,
1,979,0.365,
1,980,0.4246,
1,981,0.209,
1,982,0.3654,
1,983,0.4257,
1,984,0.2991,
1,985,0.3238,
1,986,0.3976,
1,987,0.431,
1,988,0.1478,
1,989,0.3157,
1,990,0.3776,
1,991,0.4222,
1,992,0.406,
1,993,0.1393,
1,994,0.2777,
1,995,0.3435,
1,997,0.4052,
1,998,0.4232,
1,999,0.4286,
1,1000,0.4066,
1,1001,0.1529,
1,1002,0.0857,
1,1003,0.1308,
1,1004,0.1603,
1,1005,0.1726,
1,1006,0.1779,
1,1007,0.1572,
1,1008,0.1205,
1,1009,0.0885,
1,1010,0.2078,
1,1011,0.4248,
1,1012,0.4263,
1,1013,0.4156,
1,1014,0.4005,
1,1015,0.3762,
1,1016,0.3277,
1,1017,0.2409,
1,1018,0.1158,
1,1019,0.4305,
1,1020,0.405,
1,1021,0.3553,
1,1022,0.2437,
1,1023,0.4,
1,1024,0.4095,
1,1025,0.3572,
1,1026,0.1752,
1,1027,0.4242,
1,1028,0.3764,
1,1029,0.2106,
1,1030,0.431,
1,1031,0.3648,
1,1032,0.0863,
1,1033,0.408,
1,1034,0.2669,
1,1035,0.4235,
1,1036,0.3195,
1,1037,0.4305,
1,1038,0.3213,
1,1039,0.4241,
1,1040,0.1588,
1,1041,0.3824,
1,1042,0.4279,
1,1043,0.2689,
1,1044,0.3974,
1,1045,0.421,
1,1046,0.4333,
1,1047,0.1877,
1,1048,0.3447,
1,1049,0.3959,
1,1050,0.4296,
1,1051,0.4255,
1,1052,0.2259,
1,1053,0.2222,
1,1054,0.3044,
1,1055,0.3539,
1,1056,0.3824,
1,1057,0.3951,
1,1058,0.4101,
1,1059,0.4122,
1,1060,0.4156,
1,1061,0.4076,
1,1062,0.4096,
1,1063,0.3965,
1,1064,0.3849,
1,1065,0.3589,
1,1066,0.3153,
1,1067,0.1704,
1,1068,0.4284,
1,1069,0.4282,
1,1070,0.4258,
1,1071,0.3946,
1,1072,0.3102,
1,1073,0.4319,
1,1074,0.4286,
1,1075,0.4012,
1,1076,0.2408,
1,1077,0.4288,
1,1078,0.4147,
1,1079,0.2433,
1,1080,0.4276,
1,1081,0.3947,
1,1082,0.4291,
1,1083,0.425,
1,1084,0.2124,
1,1085,0.4323,
1,1086,0.2974,
1,1087,0.4308,
1,1088,0.2804,
1,1089,0.4326,
1,1090,0.095,
1,1091,0.4272,
1,1092,0.4275,
1,1093,0.3798,
1,1094,0.4284,
1,1095,0.4098,
1,1096,0.3965,
1,1097,0.43,
1,1098,0.4284,
1,1099,0.3628,
1,1100,0.423,
1,1101,0.4304,
1,1102,0.4258,
1,1103,0.2789,
1,1104,0.4042,
1,1105,0.4304,
1,1107,0.4296,
1,1108,0.4288,
1,1109,0.4294,
1,1110,0.4313,
1,1111,0.0995,
1,1112,0.1013,
1,1113,0.138,
1,1114,0.154,
1,1115,0.3167,
1,1116,0.4274,
1,1117,0.4282,
1,1118,0.4297,
1,1119,0.4297,
1,1120,0.4265,
1,1121,0.4293,
1,1122,0.3859,
1,1123,0.3978,
1,1124,0.4291,
1,1125,0.4309,
1,1126,0.4237,
1,1127,0.1136,
1,1128,0.427,
1,1129,0.4242,
1,1130,0.2103,
1,1131,0.428,
1,1132,0.4284,
1,1133,0.4286,
1,1134,0.4292,
1,1135,0.1533,
1,1136,0.4298,
1,1137,0.3545,
1,1139,0.1474,
1,1140,0.4252,
1,1141,0.4291,
1,1142,0.4206,
1,1143,0.4314,
1,1144,0.4267,
1,1145,0.4289,
1,1146,0.4268,
1,1147,0.4259,
1,1148,0.4246,
1,1149,0.427,
1,1150,0.4256,
1,1151,0.4296,
1,1152,0.4266,
1,1153,0.428,
1,1154,0.4285,
1,1155,0.4296,전압=0.4296V (429.6mV) 깜빡 끝
1,1156,0.4319,
1,1157,0.432,
1,1158,0.4293,
1,1159,0.4278,
1,1160,0.4303,
1,1161,0.4263,
1,1162,0.4252,
1,1163,0.4255,
1,1164,0.4266,
1,1165,0.4274,
1,1166,0.4317,
1,1167,0.4324,
1,1168,0.4273,
1,1169,0.4296,
1,1170,0.4285,
2,1138,0.4278,
