session,elapsed_sec,battery_voltage_v,note
1,118,0.3478,
1,119,0.348,
1,120,0.34,
1,121,0.3358,
1,122,0.3314,
1,123,0.3298,
1,124,0.3273,
1,125,0.329,
1,126,0.3284,
1,127,0.3257,
1,128,0.3204,
1,129,0.3195,
1,130,0.3111,
1,131,0.3186,
1,132,0.3122,
1,133,0.3158,
1,134,0.3161,
1,135,0.3116,
1,136,0.3086,
1,137,0.3078,
1,138,0.3102,
1,139,0.3112,
1,140,0.3051,
1,141,0.3045,
1,142,0.3071,
1,143,0.3019,
1,144,0.3012,
1,145,0.2977,
1,146,0.2986,
1,147,0.2994,
1,148,0.2927,
1,149,0.2861,
1,150,0.289,
1,151,0.2756,
1,152,0.2734,
1,153,0.2695,
1,154,0.2628,
1,155,0.2611,
1,156,0.2535,
1,157,0.2588,
1,158,0.2445,
1,159,0.2391,
1,160,0.2331,
1,161,0.234,
1,162,0.219,
1,163,0.2193,
1,164,0.2113,
1,165,0.2083,
1,166,0.2061,
1,167,0.1968,
1,168,0.1924,
1,169,0.1852,
1,170,0.1865,
1,171,0.1791,
1,172,0.1769,
1,173,0.1766,
1,174,0.1668,
1,175,0.17,
1,176,0.1609,
1,177,0.1609,
1,178,0.1529,
1,179,0.1529,
1,180,0.1456,
1,181,0.1559,
1,182,0.1452,
1,183,0.142,
1,184,0.1359,
1,185,0.13,
1,186,0.1317,
1,187,0.1273,
1,188,0.1217,
1,189,0.1238,
1,190,0.1167,
1,191,0.1207,
1,192,0.1178,
1,193,0.1174,
1,194,0.1084,
1,195,0.109,
1,196,0.1049,
1,197,0.1041,
1,198,0.1004,
1,199,0.0991,
1,200,0.0931,
1,201,0.0937,
1,202,0.0921,
1,203,0.0916,
1,204,0.0879,
1,205,0.0834,
1,206,0.0835,
1,207,0.0808,
1,208,0.0818,
1,209,0.0777,
1,210,0.075,전압=0.0750V (75.0mV) 깜빡 시작
1,211,0.0754,
1,212,0.1242,
1,213,0.0785,
1,214,0.0943,
1,215,0.0863,
1,216,0.077,
1,217,0.4072,
1,218,0.0776,
1,219,0.0793,
1,220,0.0847,
1,221,0.0763,
1,222,0.3457,
1,223,0.0836,
1,224,0.3666,
1,225,0.0793,
1,226,0.0847,
1,227,0.0868,
1,228,0.0844,
1,229,0.0773,
1,230,0.3281,
1,231,0.1626,
1,232,0.0768,
1,233,0.2709,
1,234,0.2062,
1,235,0.0969,
1,236,0.4164,
1,237,0.3387,
1,238,0.2114,
1,239,0.0912,
1,240,0.0787,
1,241,0.0795,
1,242,0.101,
1,243,0.2151,
1,244,0.3173,
1,245,0.3971,
1,246,0.2591,
1,247,0.0921,
1,248,0.2096,
1,249,0.3835,
1,250,0.1583,
1,251,0.1414,
1,252,0.3811,
1,253,0.1223,
1,254,0.2571,
1,255,0.4344,
1,256,0.0836,
1,257,0.3827,
1,258,0.0997,
1,259,0.3356,
1,260,0.1574,
1,261,0.2846,
1,262,0.2903,
1,263,0.2272,
1,264,0.4305,
1,265,0.1624,
1,266,0.4092,
1,267,0.0864,
1,268,0.3868,
1,269,0.0947,
1,270,0.3556,
1,271,0.1399,
1,272,0.3058,
1,273,0.3726,
1,274,0.1972,
1,275,0.4008,
1,276,0.0927,
1,277,0.3286,
1,278,0.3772,
1,279,0.1601,
1,280,0.3682,
1,281,0.2308,
1,282,0.1848,
1,283,0.3619,
1,284,0.3819,
1,285,0.0843,
1,286,0.3013,
1,287,0.3916,
1,288,0.3186,
1,289,0.0881,
1,290,0.238,
1,291,0.3392,
1,292,0.382,
1,293,0.4181,
1,294,0.3964,
1,295,0.185,
1,296,0.114,
1,297,0.0865,
1,298,0.0839,
1,299,0.0857,
1,300,0.0816,
1,301,0.0876,
1,302,0.1249,
1,303,0.2166,
1,304,0.4279,
1,305,0.4054,
1,306,0.369,
1,307,0.3101,
1,308,0.1788,
1,309,0.1618,
1,310,0.4108,
1,311,0.342,
1,312,0.1678,
1,313,0.4328,
1,314,0.3578,
1,315,0.1384,
1,316,0.4133,
1,317,0.2827,
1,318,0.3913,
1,319,0.3263,
1,320,0.3066,
1,321,0.3169,
1,322,0.434,
1,323,0.2483,
1,324,0.3953,
1,325,0.111,
1,326,0.3112,
1,327,0.4036,
1,328,0.1784,
1,329,0.2285,
1,330,0.346,
1,331,0.398,
1,332,0.4296,
1,333,0.1364,
1,334,0.1294,
1,335,0.2202,
1,336,0.2688,
1,337,0.2857,
1,338,0.2925,
1,339,0.2801,
1,340,0.2552,
1,341,0.198,
1,342,0.0877,
1,343,0.2653,
1,344,0.4222,
1,345,0.3843,
1,346,0.3168,
1,347,0.135,
1,348,0.424,
1,349,0.3716,
1,350,0.2052,
1,351,0.421,
1,352,0.3354,
1,353,0.1869,
1,354,0.3704,
1,355,0.1012,
1,356,0.37,
1,357,0.2485,
1,358,0.3283,
1,359,0.412,
1,360,0.164,
1,361,0.3541,
1,362,0.4235,
1,363,0.1244,
1,364,0.2655,
1,365,0.3522,
1,366,0.3965,
1,367,0.4172,
1,368,0.4249,
1,369,0.4161,
1,370,0.2441,
1,371,0.2264,
1,372,0.3645,
1,373,0.4278,
1,374,0.4228,
1,375,0.4039,
1,376,0.3759,
1,377,0.3145,
1,378,0.0973,
1,379,0.4204,
1,380,0.3732,
1,381,0.1901,
1,382,0.4155,
1,383,0.327,
1,384,0.4209,
1,385,0.3165,
1,386,0.409,
1,387,0.4283,
1,388,0.2126,
1,389,0.2186,
1,390,0.3177,
1,391,0.3578,
1,392,0.3667,
1,393,0.3684,
1,394,0.3466,
1,395,0.2871,
1,396,0.0921,
1,397,0.427,
1,398,0.4208,
1,399,0.3545,
1,400,0.425,
1,401,0.4215,
1,402,0.1748,
1,403,0.4235,
1,404,0.1413,
1,405,0.4238,
1,406,0.4288,
1,407,0.2889,
1,408,0.4191,
1,409,0.4258,
1,410,0.4247,
1,411,0.4268,
1,412,0.4279,
1,413,0.4269,
1,414,0.4263,
1,415,0.4263,
1,416,0.4249,
1,417,0.4308,
1,418,0.427,
1,419,0.3529,
1,420,0.4252,
1,421,0.4265,
1,422,0.4256,
1,423,0.4242,
1,424,0.4231,
1,425,0.4252,
1,426,0.4303,
1,427,0.4235,
1,428,0.4306,
1,429,0.4301,
1,430,0.4237,전압=0.4237V (423.7mV) 깜빡 끝 완전 방전
1,431,0.4282,
1,432,0.4231,
1,433,0.4274,
